scenario,loss
127,0.9974958931031493
128,2.2022307605737756
129,2.350950903629978
130,-2.35368377027108
131,2.0868633756442883
132,-0.9981424206994578
133,0.9756828027559368
134,-0.3315819348204878
135,-0.45751452866725684
136,-0.32657736534904647
137,1.7080382334802764
138,0.3425429738970195
139,3.234474579357701
140,-0.8545247014577413
141,4.705820873282614
142,0.4291797393300047
143,-1.8475694208863012
144,1.387184036223291
145,1.8887640436797974
146,2.7363853549748836
147,4.888138323933709
148,0.9480878136394602
149,2.7684334559053205
150,-0.5552980772044696
151,0.5005285968974196
152,0.7020001399679798
153,0.7865534928794591
154,2.716369698906294
155,1.6817587512638568
156,-0.551068146406126
157,1.4281122032110662
158,-0.3597866560343306
159,0.9967032802096663
160,1.8669448778528432
161,-0.49273358911567455
162,2.2851635825444654
163,-0.6505825466580935
164,-0.3265694440600668
165,1.8001624788564143
166,0.4963906524748836
167,0.5924154990357388
168,-2.135015400841743
169,0.82790292276191
170,1.8650165950951383
171,-0.09480199497367436
172,1.2307939271558008
173,-0.14716816443385605
174,10.932551717577953
175,0.8577366242119735
176,-2.518526606543605
177,1.7649125033151791
178,-3.470743000487765
179,4.037196518303688
180,2.277478679460736
181,-0.8455332264654736
182,2.2163087645050803
183,-0.3776952254857431
184,1.8885890281016884
185,-1.3423527072135506
186,1.5847163729504956
187,-2.041893907991163
188,1.451316222370815
189,1.419823188637982
190,1.6591663283246254
191,-0.8947050380847212
192,3.166170201971214
193,8.044593964885967
194,0.5741858618253768
195,-0.18338510238523253
196,-2.2940721066452507
197,-0.5457126161349852
198,-2.4378092533611033
199,0.2312681062287285
200,6.876837352023458
201,3.284549474713982
202,3.4341377312328243
203,2.034055902661086
204,2.136406504902185
205,-1.5354059906886552
206,-1.5974359855108282
207,3.007338310116058
208,0.8822192251588631
209,-1.6122415639385272
210,-1.4400689393998138
211,3.1165780199208486
212,2.2476642059248038
213,-0.45134052273265035
214,3.0367449624764733
215,2.9152260505725245
216,-0.46525355166732196
217,-1.1110367523040345
218,1.6077649312598066
219,-1.9727324861886932
220,2.0107981464766347
221,0.939847775322074
222,0.28610714607360166
223,0.9360161378326585
224,0.5696557175332118
225,2.1221669475735467
226,4.355583630685915
227,2.2215541829774015
228,2.346532043738135
229,6.196589403579459
230,4.138427293253089
231,1.6606234622593208
232,1.817256784294369
233,1.5562165477532148
234,2.7547824329803303
235,5.169299578583035
236,0.8089598571462395
237,5.6563888283830535
238,1.6257871861047484
239,1.3238424867937657
240,1.4470362085561317
241,0.0017125627784146946
242,2.9178436060411563
243,-0.809920257203363
244,2.5536616193041173
245,1.3957171504372252
246,0.6318528595303501
247,-0.6597243287302088
248,2.005238135534751
249,3.634043548213894
250,2.35068605723301
251,-0.10546936017943198
252,0.2815398034910299
253,1.0347599785100026
254,0.4225002443707805
255,-0.8149135195526216
256,0.7463659871286341
257,2.4450204538793257
258,2.573731332287105
259,-1.281537814790228
260,-0.006718176785910357
261,-0.6485549102641057
262,2.9750141467784736
263,0.9536316870464898
264,-0.9617715075391982
265,3.5992884356952057
266,-1.808961696115291
267,3.7548072267721295
268,-0.7689398250314232
269,0.42996142672508675
270,-1.1965996739512577
271,-1.710083804817278
272,0.02116624064359396
273,2.4747638870166533
274,-2.7605155210417536
275,1.1535125255107943
276,-0.7768297219111346
277,1.0655718807670513
278,0.9972859445210133
279,-0.990063402360146
280,1.6656051088099102
281,0.3173651125566485
282,0.4745177113839228
283,-0.02904100559594891
284,2.039627950503043
285,0.8967267329396932
286,5.681833632590898
287,-0.4640709443356308
288,1.0684274067630855
289,-0.21232337530942136
290,-1.4960749144004388
291,1.5060385505384466
292,0.05853547031512285
293,1.5858784908295105
294,0.21900619661339427
295,1.2278426726993188
296,0.6962520525060234
297,2.55778220445783
298,1.6035803541103477
299,2.0411176572834053
300,-1.702219896427472
