rates,equity,fx
0.02007631330163592,0.006392965622836434,-0.015676392008898702
0.00028709280168948354,0.007592228945027347,-0.01829569021540485
0.01734175320174457,0.0036534229760470296,0.0007081277500737132
0.005317260082110413,0.009222722114580851,0.026527378607081074
-0.011595540549137693,0.04094169861482282,0.004245774943805077
-0.006505619411583,0.0036908188700408417,-0.0069693978893159625
0.00560090573454848,-0.018951928739824788,-0.0032684257173903586
0.007895745779367438,-0.020392854773931594,-0.0033394138955587195
-0.008550885786439484,-0.004470373849124062,-0.017253306993560494
0.006014257519927611,-0.013334390991242553,0.00023031149839184347
0.0017986117385530498,-0.01367955803776804,0.00025491600843010145
0.004933334261355373,-0.010839793487021522,-0.004163604211389047
0.00034269741290505573,-0.012180502127878336,-0.011585234394309144
0.01680732569881885,-0.015569708763654086,-0.008281927503514037
-0.006250937779042654,0.0061635562789770955,0.01063368344882676
0.0003308873706018171,-0.010275398292167047,0.005539216315347997
0.010354335922405635,0.019404137010020583,0.001651436846413193
0.01025956968350425,-0.003500011089671972,-0.026374881289138882
0.002574483911779345,-0.00565835858148972,0.002815107462942663
-0.001125217933649502,-0.0035404384717412684,-0.022767986920486018
0.012022200570369847,0.016122979819766386,-0.013715309319753134
0.0015636311970592704,-0.006139044018758368,-0.011191646207615214
0.0048453762087256064,-0.019257115292787015,-0.0170337712717969
-0.005921890536085856,0.018576276664083517,0.012650778578455023
-0.016486899140942462,-0.014103476358925818,0.004640108767129735
-0.004951836625673461,-0.006407954737493426,-0.0176983702097368
-0.0057354101821389105,-0.0089079426357567,-0.0060735624881116945
-0.0012645968994974774,0.0012834290988771482,-0.002817890469809642
0.007453914720082728,0.005070600123397174,-0.0019793600974868926
-0.004077041918491134,0.020734518026445332,0.004988642361431665
0.009898262616645287,0.0005775547707231075,0.010676629284992054
0.0026729351450279315,0.004288460772434126,0.011250295648868341
0.00723951156882626,-0.022120341385726598,-0.013450622093629199
0.00836871902982708,0.012535330801005566,-0.01641331927651286
-0.002396814655324201,-0.0025225480561644354,-0.010871888711568729
0.005256820014000152,0.008567326488696535,-0.014211228025231424
