scenario,equity_return,loss
55,-0.0004491627549588212,0.5704703525161585
56,0.05112942012953349,-1.7947549930576865
57,-0.0002540489450082169,0.8154024711646793
58,-0.00036883268299088567,0.36338979851894115
59,-0.009180962552889459,0.7444220064679493
60,0.012495150463991876,-0.048909932370618386
61,-0.011956776049839466,1.3695559263051469
62,-0.007990978617338615,0.957943559665593
63,-0.012171338053896195,1.219865014782889
64,0.026619873948954605,-0.7768467583614707
65,0.046762904877513334,-2.210957268604367
66,-0.028762076322411134,2.0786179671785097
67,0.004399518855307643,0.40896255043481
68,0.0088239857033863,0.29115312623771056
69,0.021410391930473505,-0.1640466589600497
70,0.014154381812085675,0.12456107926957513
71,0.016370905507642895,-0.14699424929187352
72,-0.0033665735012037086,0.9456082122837186
73,0.0037344534729104387,0.6902488406602176
74,1.1508640787143662e-05,0.7983375949928205
75,0.0015327876806103655,0.5321018056044138
76,-0.018933436907180745,1.7891957480270304
77,-0.020097022739202816,1.47985632811876
78,0.007245577936789998,0.25236852285493844
79,0.010606083151972135,0.07932974312034827
80,0.00027121178737162785,0.7381725145774611
81,-0.00031487108888180186,0.8169372142361676
82,0.005905283897602284,0.19968528863308124
83,0.04812293750212681,-1.6616994315354048
84,0.004068255394992402,0.3609874146868341
85,0.005896837262339516,0.021592713000626207
86,0.005856414914212247,0.26228898439623016
87,0.0008488375646562226,0.16470671392209724
88,-0.00027252647338691857,0.6698076299756821
89,0.0012507006127030398,0.42767276827109924
90,-0.009192416627533366,1.0108485545035897
91,0.0519336440135181,-1.8754758128624625
92,-0.016091941347356826,1.3397932008614948
93,0.010928891769468293,0.48507981663743416
94,-0.0015496840638270447,0.4637943376602709
95,-0.03711650631198126,2.2741616551991526
96,-0.01275515593380107,1.4369568481123378
97,0.014625487087691891,-0.23925228792614248
98,0.003152178198771298,0.8257703261820621
99,-0.008017397372484511,1.3346377812471377
100,0.00709662909456314,0.451028252061119
101,-0.009467965865628019,0.8822320909457144
102,-0.008317541689898044,0.3709606440600366
103,-0.02131357201474366,1.5327466621330823
104,0.006232030520944121,0.20993555566116595
105,0.027798532485867073,-0.9102876429083372
106,-0.03238826053322804,2.117759805515514
107,-0.00984429181102665,0.8368385163264677
108,0.026031163487706708,-0.8554624774349566
109,-0.0036882263252766834,0.8386224329712523
110,0.0009037602729720887,0.5762059901670205
111,0.017686686102343616,-0.05568930958634094
112,0.0050674937712597195,0.4380072012753577
113,-0.02033574015559667,1.6145477237939474
114,-0.021980515186455586,1.6094152570232736
115,-0.006122618109628013,1.2523752394081336
116,-0.016932007209199705,1.2562288919966205
117,0.029726762006219067,-0.7953046066770912
118,-0.013287100279008139,1.4718790059184619
119,-0.0023468225190194625,1.1069087095011603
120,0.017170573490868132,-0.401902383130223
121,-0.014308819746483025,1.4537104705594504
122,0.004697041476441977,-0.1378899157217407
123,0.02000105829581334,-0.16320462248443177
124,0.02350373316562457,-0.5399394998094829
125,-0.03870930405136957,2.5418236295077925
126,0.029312813500935852,-0.2537717777318054
127,0.012691785566173865,-0.24009206398929733
128,-0.00812423037966642,1.1380571455858919
129,0.013217957110014084,0.036230945313410104
130,0.02130068605579407,-0.2598512154049801
131,-0.02826200378639653,2.2527508260764355
132,-0.009250853345743083,0.995973636686904
133,0.03885614527232194,-1.0212702347249891
134,-0.0013259204577197843,0.5669232654782355
135,-0.007380824958122722,0.9505649658573323
136,-0.0013704618936683371,0.82491867291552
137,0.013616360609181373,-0.03350731581345223
138,0.02082864981255771,-0.5482104439793576
139,0.020250861262340648,-0.21341232035994673
140,0.004574518752983395,0.8144384093727106
141,-0.044958453840108256,2.8302563075340945
142,-0.0019243193699041718,0.9564800520583236
143,0.0081134778707627,0.2883545061501777
144,-0.022541159859139313,1.6098374425146458
145,0.0001249808414188085,0.37384321097407
146,0.01218645425415986,0.18107878043700257
147,-0.01671494363791102,1.492920385243437
148,0.007712114341616573,0.3156537203356212
149,0.002365990652894661,0.8914719113705241
150,0.025030221339258467,-0.5153410307681573
151,-0.014209391469320865,1.0977390819805997
152,-0.015047134779429953,1.1518256050454645
153,-0.009643285672626857,1.2219435767113662
154,-0.033325532603882276,1.9863384021160004
155,-0.014363450956182248,1.506217425196691
156,0.012956060410626795,0.0433905684191092
157,0.015270495557027851,-0.2195825891433779
158,0.02873025542172574,-0.29856768221402913
159,-0.033456067612036886,2.1604245487663105
160,0.009489194481495718,-0.03398458444393765
161,-0.013320603874680825,1.5514953803559723
162,-0.027478709121602406,1.6744232147387832
163,-0.021919879581535125,1.3698968282273336
164,0.0006229839583467727,0.31222797506369687
165,0.0065194649668677595,1.1357998065486814
166,0.003035606316192633,0.7937754330090196
167,0.001795097876374645,0.3773642841875232
168,0.01157763606803588,-0.03019066847327266
169,0.011352740890379534,0.04847656682382046
170,-0.01116555321309722,1.5053052792307817
171,0.03277355216942234,-1.09206077320208
172,-0.04353428727140527,2.796497962379846
173,0.007608474113152595,0.1658293577593578
174,-0.01158815544085552,1.175074215605699
175,-0.022079751909856338,1.6903924470735436
176,0.012070733603025787,-0.3321744040895586
177,0.005161950086069283,0.21012358722213612
178,0.005160333271762542,0.48541288892711354
179,0.005257379588950581,0.19633764708332885
180,-0.0038344943834055386,0.4733532318984728
181,-0.04337096929020438,2.603507735626078
182,-0.0021475342008688337,0.7694281309901173
183,-0.016897283264912397,1.8156673899657343
184,0.011380353401337829,0.19896767456294284
185,0.020032683983245415,-0.3227119876208329
186,0.003340788102093912,0.7240543116164526
187,-0.009793682922375669,1.5959654530781653
188,0.013138476899479177,0.010281082415814317
189,0.037678382488617816,-0.7824561203399973
190,-0.02292443441637346,1.4801847182555434
191,-0.009533799386103664,1.2012860028632828
192,-0.02442223815566762,1.859614058867408
193,0.0008463463710128202,0.6053027137783187
194,-0.02641945112418405,1.9633464057375425
195,-0.003072690122387871,0.6762047329593281
196,0.017585062702342523,0.03384527076591018
197,-0.0296495074452743,2.0378440035758953
198,0.023677697045334685,-0.6668193624586856
199,-0.0037744961282003275,0.535033071793542
200,-0.008898309235166118,0.8403446691417606
201,0.03864254249363634,-0.6106762434859834
202,-0.0064862695037285634,1.2329333998917498
203,-0.01137393475590474,1.1537727347558941
204,-0.00575524777805934,1.196029535404001
205,0.005089666411629159,0.30125430204362214
206,-0.03065404539992265,2.239862560766956
207,-0.0017152766333110134,0.583655220805201
208,0.00022752234625270513,0.521206777124417
209,0.006227939905219612,0.8581739010966014
210,0.05278211101877016,-1.6386941024153583
211,-0.011361160708141261,1.186801641701738
212,-0.004436721591726957,0.560276538594633
213,-0.03053608988684028,2.3042552746191096
214,-0.00785296852861749,1.150651482587957
215,-0.0016393087382386138,0.6641139507973676
216,0.021231651951653954,-0.19392109307885072
217,-0.006310821919548667,0.9116604698333244
218,-0.03245547681554126,2.2502687736828832
219,-0.016384842492893015,0.8107196813349641
220,0.0240622779928713,-0.6388415352695542
221,0.00858547758945159,0.40255796855816073
222,-0.010618479568337058,1.207751083210693
223,-0.01892630374672364,1.4825298630762955
224,-0.014775549999063395,1.2685111821850448
225,-0.002065872312425071,0.3817313889567882
226,-0.0023733670897306165,0.3641222797414589
227,-0.017060143367576466,1.4016607994037258
228,0.006822977336752045,0.45164839375931654
229,0.0125309550489899,-0.27845234491611087
230,-0.037685394156165744,2.0597112173517074
231,-0.014671175501970425,1.075310049238122
232,-0.04257640296850902,2.6382130595862794
233,-0.005766302357971352,1.1618291785107098
234,0.02106148300408323,-0.570176508329477
235,0.0008677691249998709,0.6800872228526538
236,-0.0023307409615816806,0.4401839274591477
237,0.01388683321418915,0.45485093229207046
238,0.0003512589367025838,1.0065028880055693
239,-0.00563706094034801,0.6567448427618631
240,-0.02509378950309536,1.4074554718947252
241,-0.0008271916613789273,0.4475482894426083
242,0.009846590764691554,0.18399811793701848
243,-0.002056773435387131,0.42396789849596106
244,0.016998187261914918,0.036441270356600025
245,-0.019670897109691002,1.8945054271350097
246,-0.001865288329596715,0.6253977602207127
247,0.002399534861217216,0.13949198384521627
248,-0.008160689541248652,1.0751867433790958
249,0.008041330509466383,0.015471695801188262
250,-0.020377420865735837,1.6723560262777344
251,0.007986753006327141,-0.047769364928338276
252,0.021645573050403696,-0.42897924509325397
253,-0.013846470411643557,1.7188799075386356
254,-0.005600471693382547,0.6523428194652516
255,0.003821860248386848,0.6459146044767657
256,0.01041505983646832,0.027724719357196725
257,0.010748509731806117,0.1441368832625974
258,0.020395446809025195,-1.2355379925675987
259,-0.02530467903732385,1.7857627678880403
260,0.020066415660607892,0.007999901334015347
261,0.019016813659378202,-0.7676686020909204
262,0.012362356054217163,-0.11130371487448967
263,0.009676763903108735,0.27932264038947663
264,-0.01835979185081577,1.234659978084054
265,-0.027101264380113167,1.8861411649086264
266,-0.02084811596552029,1.9073148559937114
267,0.013257580433719718,-0.10659513429376048
268,0.015037664153466976,0.1857208299927992
269,0.010833335188394565,0.15270306102992853
270,-0.057403408520314475,3.2754870595642194
271,0.030740580739079964,-0.9083274666698827
272,0.01390151813068477,-0.1435135589440329
273,0.006480119227842082,0.22605711447902055
274,-0.010510193511831594,0.7069002776966444
275,0.025247265439705322,-0.4729812977380008
276,-0.014197312371582936,1.1619564215664482
277,0.006582762572860995,0.4583559397904402
278,0.01788576780451656,-0.10364977927886619
279,-0.026547583503925682,1.6056158177180033
280,-0.01047377432049791,0.8709351724693203
281,-0.033869987540144426,2.353421831079879
282,-0.024067997905156964,1.7389946369268614
283,-0.010642281480216634,1.2695432949199228
284,0.0008294444936284065,0.2687275655810998
285,-0.02627270641596877,1.756451780050804
286,0.017256965964861398,0.19011453383687893
287,-0.0047739242646913475,1.1861807852193624
288,-0.0003498872406882483,0.5686408016938619
289,-0.027530448808419226,1.4072607737204414
290,0.0009896073625402615,0.7434982743655576
291,0.014362185235806303,-0.026573696278624857
292,-0.0015261672335990925,0.5548326022693448
293,0.011138685166528564,0.34519311203446035
294,-0.04007220813836277,2.7361083551524894
295,0.01891578830567404,-0.312698067517898
296,0.031253206120312814,-0.504870479298839
297,-0.01475752563733923,1.5932596539222763
298,-0.002857465731478165,1.3080738309998354
299,0.018459627034986763,-0.30899434921438074
300,0.012421500383712404,-0.45927971285517377
301,0.005184949075486752,0.15693861444880425
302,0.005636730791119827,0.5812215210203769
303,0.008606203531700172,0.34055464846355654
304,0.02580723212888641,-0.3587176417239366
305,-0.009859841739551494,0.8814758722179289
306,-0.02298016685078678,1.7762766795129097
307,-0.007965124642518667,1.0053802480248684
308,-0.049960183867084576,3.161440770008507
309,0.019197251119573523,-0.3443735375825896
310,-0.01013181716682828,1.6072767764955462
311,-0.008034209543352665,1.1256909341894579
312,0.018832798677542416,-0.22988340038157423
313,0.029310265322499293,-0.6252381876806792
314,0.032368415404666395,-0.9363711388201482
315,-0.021327350528766734,1.5645890332212469
316,0.010901089428782474,-0.2790581352724549
317,0.01068541811693616,0.46426052436489806
318,-0.013704571903216658,1.4762917667093354
319,0.01999124268151573,-0.5159630308105841
320,-0.03895198716455118,2.5273587058335054
321,-0.0035375065429940128,0.3322852751213003
322,-0.014477617977033572,0.8077147748806588
323,0.015681509822477176,0.007425067022920909
324,-0.010733118879998386,1.2482890553950854
325,-0.018010769486151965,1.4088973328491352
326,-0.015384818168671073,1.6873445961605107
327,-0.010490607609956239,1.0146810922611194
328,0.00808535923900254,0.19092818345316437
329,0.006639819089059651,0.35663815323615433
330,0.006577958565021598,0.32582517470894234
331,0.022079535065808443,-0.4842319223942527
332,-0.024778560859567596,1.7468770005043015
333,0.0019944007148399983,0.6851422699567558
334,0.009768097612371096,0.21221165653166096
335,0.010919014987683412,0.09855119442407065
336,-0.014932708651752065,1.0700163661425903
337,0.010920965958377807,0.23049501907399386
338,-0.0030239341801439838,0.8798947433314347
339,0.012158396375055442,0.09996310166893552
340,0.03021565504094811,-0.8554470410182639
341,-0.012661500462765284,1.2440988711884138
342,0.03996714917237794,-1.7763689832019243
343,-0.006768406493426486,1.2381648165807273
344,-0.0021008548832456547,0.6757797170771275
345,-0.025010911439567955,1.6987628409736621
346,-0.004775516029306321,0.7112426675820259
347,-0.04100137649906403,2.8788821604462163
348,0.0018969364703773932,0.7796067715022563
349,0.010151116901200016,-0.17643020999906428
350,-0.040968366970086934,2.836613010523542
351,0.0033585111330063345,0.8178280511181333
352,-0.011865962992439789,1.0770322318124856
353,-0.0071134803858373735,1.1360450069037316
354,0.013181888974892517,0.004051325212088349
355,0.004977845625612201,0.4076448381591075
356,0.029128900521948723,-0.7561043297585667
357,0.02067393307937853,-0.2001210864905464
358,0.004332569593790489,0.14278444486449937
359,0.0026753105716361128,0.7751276165669239
360,-0.02668054408326446,1.8026302314901839
361,-0.01204265495980404,1.1163150803892057
362,0.0035453781761359713,0.6028185120883794
363,0.0022847540504535462,0.43698073024123407
364,-0.008994900351677555,1.4322136198117126
365,0.005280799220061724,0.10182123301508472
366,-0.010406653523778436,1.3468328987105502
367,-0.017971606474249884,1.273268438566233
368,0.003902513330679801,0.3422394957788991
369,-0.006075279853949189,0.4122695311478624
370,-0.0169258444267274,1.3440299630343202
371,-0.013454718423164112,0.9721600598105864
372,-0.008748806082709849,1.0027997692865294
373,0.008306011960878854,0.015378946141752975
374,-0.028767653431740526,1.7708911513557044
375,-0.017635961986303843,1.8747213552328452
376,-0.05357381068370521,3.159686304898109
377,0.0006000884736671352,0.6827910529023372
378,-0.018988678885421988,1.3653387812651445
379,-0.013135108326680134,1.116661018953704
380,0.0009810514675177276,0.9670491367204817
381,0.04982379330993096,-1.628198520984512
382,0.02309600220543947,-0.46476901709297885
383,0.0035572989371225865,0.7808678769660071
384,0.024861928938089597,-0.5601098975493165
385,0.024114907888918895,-0.3792555884431962
386,0.03317977025508562,-0.5298721725385098
387,0.005139249467364486,-0.07895565596061538
388,-0.009681178102586837,0.7909751366898964
389,0.013879002922833745,0.0031598584739400935
390,0.008443545572006328,0.17897077887467686
391,0.0002712257932310051,0.18068335401974334
392,-0.008435603413344386,0.9070000738365199
393,0.01764146090176488,0.19285311671581762
394,0.014575714497875168,-0.77276264699482
395,-0.007865823739397183,0.6448636062934205
396,-0.00802694151923734,0.9584295122772972
397,-0.0028884684787806444,0.7962266740549788
398,-0.008515330491690995,1.0837143347412135
399,0.004980276301008991,0.5091366864456096
400,-0.024530758375983012,2.316543164267119
